EventsID,SiteCode,EventCode,Personnel,CrewLeader,SiteName,TribTo,Date,TimeStart,TimeEnd,MouthLat,MouthLon,SiteLat,SiteLon,Discharge,WaterTemp,pH,SpecCond,Alk,DO,Hardness,AirTemp,Turbidity,Format,Unassessed,Connectivity,Loyalsock,FarmStreams,Other,Location,EventNotes,Weather,WQTime
107,Mill.Loyalsock,201107.Mill.Loyalsock,,,Mill.Run,Loyalsock Creek,7/27/2011,,,,,41.46669,-76.47659,,15,8.09,59,22.6,,,,,Repeated,,,Loyalsock,,,below bridge on Mary Cosgrove brother s property. Off Karge Road.,,,
108,TP.Mill.Loyalsock,201107.TP.Mill.Loyalsock,,,Mill.Run.,Loyalsock Creek,7/27/2011,,,41.462448,-76.487164,41.46669,-76.47659,,15,8.09,59,56.6,,,,,Single,Unassessed,,,,,below bridge on Mary Cosgrove brother s property. Off Karge Road.,,,
109,BearRun.Loyalsock,201206.BearRun.Loyalsock,,,Bear.Run,Loyalsock Creek,6/6/2012,,,,,41.465112,-76.498457,,13.6,7.42,31.1,12.8,,,,,Repeated,,,Loyalsock,,,Cosgrove property,,,
110,Dry.Susquehecka,201206.Dry.Susquehecka,,,Dry.Run,Susquehecka Creek,6/6/2012,,,40.757307,-76.943867,40.7573,-76.9439,,13.6,7.44,141.1,62.3,,,,,Single,Unassessed,,,,,At the mouth to Susquehecka Creek,,,
111,FlintVally.Middle,201206.FlintVally.Middle,,,Flint.Vally.Run,Middle Creek,6/6/2012,,,40.76745,-76.895322,40.74973,-76.9379,,14.9,7.05,135.5,160,,,,,Single,Unassessed,,,,,At farm before shaffer hill Road,,,
112,NeitzValley.Middle,201206.NeitzValley.Middle,,,Neitz.Valley.Run,Middle Creek,6/6/2012,,,40.764801,-76.888416,40.75703,-76.90706,,15.3,7.52,96.9,85.5,,,,,Single,Unassessed,,,,,Off Produce Road,,,
113,Susquehecka.Middle,201206.Susquehecka.Middle,,,Susquehecka.Creek,Middle Creek,6/6/2012,,,40.774251,-76.902475,40.76108,-76.93781,,12.6,8.19,250.3,130.2,,,,,Single,Unassessed,,,,,Freeburg Fairgrounds,,,
114,Bull.Swift,201206.Bull.Swift,,,Bull.Run,Swift Run,6/8/2012,,,40.81202,-77.267762,40.81212,-77.26775,,10.8,7.88,12.1,17.5,,,,,Single,Unassessed,,,,,Loyalsock State Forrest off Rock Run Rd,,,
115,Big.Muncy,201206.Big.Muncy,,,Big.Run,Muncy,6/11/2012,,,41.380001,-76.444168,41.37918,-76.44324,,16.3,7.88,73,97,,,,,Single,Unassessed,,,,,Whiskey Run Road,,,
116,Fox.Bigtivoli,201206.Fox.Bigtivoli,,,Fox.Run,Big Run (tivoli),6/11/2012,,,41.297458,-76.691152,41.29924,-76.69041,,17.7,6.98,105.8,137.2,,,,,Single,Unassessed,,,,,Dinchers Roadside fruit stand,,,
117,Hunters.ElkLickMuncy,201206.Hunters.ElkLickMuncy,,,Hunters.Run,ElkLick Run (Muncy),6/11/2012,,,41.391706,-76.468226,41.39175,-76.46517,,15.9,6.94,19.5,14.5,,,,,Single,Unassessed,,,,,George Windoph Property on Tilley Road  Nordmont,,,
118,Lick.Muncy,201206.Lick.Muncy,,,Lick.Run,Muncy,6/11/2012,,,41.308656,-76.663056,41.30908,-76.66285,,17.7,7.35,61.7,70,,,,,Single,Unassessed,,,,,Below Rt 220 bridge at Muncy Dincher Farm,,,
119,PineName.Muncy,201206.PineName.Muncy,,,Pine.Name,Muncy,6/11/2012,,,41.262318,-76.719419,41.27113,-76.72579,,16.2,8.23,105.6,130,,,,,Single,Unassessed,,,,,,,,
120,Spring.Muncy,201206.Spring.Muncy,,,Spring.Run,Muncy Creek,6/11/2012,,,41.319975,-76.620611,41.32786,-76.620949,,17.9,7.56,74,99,,,,,Single,Unassessed,,,,,Below Road Crossing,,,
121,Rock.LittleLoyalsock,201206.Rock.LittleLoyalsock,,,Rock.Run,Little Loyalsock Creek,6/12/2012,,,,,41.501177,-76.516613,,14.2,7.25,37.1,14.36,,,,,Repeated,,,Loyalsock,,,Loyalsock State Forest Border,,,
122,Yellow.LittleLoyalsock,201206.Yellow.LittleLoyalsock,,,Yellow.Run,Little Loyalsock Creek,6/12/2012,,,,,41.5081,-76.504,,15.6,7.56,100,47.28,,,,,Repeated,,,Loyalsock,,,At Rt 87,,,
123,Coal.UpperLoyalsock,201206.Coal.UpperLoyalsock,,,Coal.Run,Upper Loyalsock Creek,6/13/2012,,,,,41.46088,-76.52153,,11.8,6.31,40.4,12.08,,,,,Repeated,,,Loyalsock,,,At mouth,,,
124,Dutchman.UpperLoyalsock,201206.Dutchman.UpperLoyalsock,,,Dutchman.Run,Upper Loyalsock Creek,6/13/2012,,,41.450288,-76.54121,41.449235,-76.451373,,12.5,6.51,54.5,11.76,,,,,Repeated,,,Loyalsock,,,Above Dutchman Falls railroad tunnels,,,
125,Mill.Loyalsock,201206.Mill.Loyalsock,,,Mill.Run,Loyalsock Creek,6/13/2012,,,,,41.46669,-76.47659,,15.2,6.44,35.8,16,,,,,Repeated,,,Loyalsock,,,Mill Run Ct. Off Karge Road,,,
126,Brunnerdale.Ogdonia,201206.Brunnerdale.Ogdonia,,,Brunnerdale.Run,Ogdonia Creek,6/14/2012,,,,,41.38554,-76.66904,,12.5,6.76,34.7,7.2,,,,,Repeated,,,Loyalsock,,,At mouth,,,
127,DrySock.LowerLoyalsock,201206.DrySock.LowerLoyalsock,,,Dry.Run.Sock,Lower Loyalsock Creek,6/14/2012,,,,,41.419941,-76.704952,,15.3,6.41,50.2,28.12,,,,,Repeated,,,Loyalsock,,,At DCNR office,,,
128,Scar.LowerLoyalsock,201206.Scar.LowerLoyalsock,,,Scar.Run,Lower Loyalsock,6/14/2012,,,,,41.470536,-76.635052,,13.9,6.69,48.3,15.4,,,,,Repeated,,,Loyalsock,,,At Rt 87,,,
129,Stony.Loyalsock,201206.Stony.Loyalsock,,,Stony.Run,Loyalsock Creek,6/14/2012,,,41.412224,-76.708611,41.413,-76.7021,,13.3,6.89,23,21.6,,,,,Single,Unassessed,,,,,Lewis Lumber land  300m upstream of Rt 87 bridge,,,
130,Conklin.LakeMokoma,201206.Conklin.LakeMokoma,,,Conklin.Run,Lake Mokoma,6/15/2012,,,,,41.41991,-76.480135,,12.4,5.25,15.8,4,,,,,Repeated,,,Loyalsock,,,Above bridge on Lake Road,,,
131,LongBrook.Muncy,201206.LongBrook.Muncy,,,Long.Brook,Muncy Creek,6/15/2012,,,41.36972,-76.488052,41.36664,-76.48471,,14.3,7.03,84.2,120,,,,,Single,Unassessed,,,,,Long Brook Road,,,
132,Sand.MillMokoma,201206.Sand.MillMokoma,,,Sand.Run,Mill Creek (Mokoma),6/15/2012,,,,,41.429593,-76.486242,,14.7,5.15,21.6,3.72,,,,,Repeated,,,Loyalsock,,,Off Sand Run Ct,,,
133,Ellis.UpperLoyalsock,201206.Ellis.UpperLoyalsock,,,Ellis.Creek,Upper Loyalsock Creek,6/18/2012,,,,,41.44661,-76.37418,,14.5,5.87,15.4,2.88,,,,,Repeated,,,Loyalsock,,,State Gamelands 13,,,
134,FlagMarsh.Pigeon,201206.FlagMarsh.Pigeon,,,Flag.Marsh.Run,Pigeon Creek,6/18/2012,,,,,41.476077,-76.309056,,13.2,6.17,29.2,11.28,,,,,Repeated,,,Loyalsock,,,At mouth to Pigeon,,,
135,Noon.Pigeon,201206.Noon.Pigeon,,,Noon.Run,Pigeon Creek,6/18/2012,,,41.4779903,-76.30901,41.48013,-76.30855,,,,,,,,,,Single,Unassessed,,,,,,,,
136,Rock.Muncy,201206.Rock.Muncy,,,Rock.Run,Muncy Creek,6/18/2012,,,41.378887,-76.411942,41.378887,-76.411942,,13.1,7.4,28.5,30,,,,,Single,Unassessed,,,,,40 meters from the mouth,,,
137,Sherman.UpperLoyalsock,201206.Sherman.UpperLoyalsock,,,Sherman.Run,Upper Loyalsock,6/18/2012,,,41.454435,-76.351945,41.45208,-76.3519,,14.9,5.68,16.9,4.08,,,,,Repeated,,,Loyalsock,,,Above Bridge on Lopez Road,,,
138,DryHB.Hoagland,201206.DryHB.Hoagland,,,Dry.Run.HB,Hoagland Branch,6/19/2012,,,,,41.51405,-76.71452,,14,6.83,51.2,20.4,,,,,Repeated,,,Loyalsock,,,Pulloff @ bend in road  started @ giant boulder,,,
139,Fall.Hoagland,201206.Fall.Hoagland,,,Fall.Run,Hoagland Branch,6/19/2012,,,,,41.53544,-76.74061,,14.6,7.18,82.7,28.8,,,,,Repeated,,,Loyalsock,,,At mouth to Hoagland,,,
140,Porter.Hoagland,201206.Porter.Hoagland,,,Porter.Creek,Hoagland Branch,6/19/2012,,,,,41.52133,-76.70416,,19.1,7.04,85.9,33.72,,,,,Repeated,,,Loyalsock,,,At mouth to Hoagland,,,
141,Weed.Hoagland,201206.Weed.Hoagland,,,Weed.Creek,Hoagland Branch,6/19/2012,,,,,41.53089,-76.74007,,14.2,6.95,63.4,31.28,,,,,Repeated,,,Loyalsock,,,At mouth,,,
142,Cold.Penns,201206.Cold.Penns,,,Cold.Run,Penns Creek,6/20/2012,,,40.881082,-77.134004,40.89328,-77.14386,,18.9,11.05,475.1,497.6,,,,,Single,Unassessed,,,,,Bilger farm on Millmont Road,,,
143,Painter.LittleBear,201206.Painter.LittleBear,,,Painter.Run,Little Bear Creek,6/20/2012,,,,,41.3598,-76.84715,,14.1,6.75,30.4,10.4,,,,,Repeated,,,Loyalsock,,,At mouth,,,
144,Red.LittleBear,201206.Red.LittleBear,,,Red.Run,Little Bear Creek,6/20/2012,,,,,41.34909,-76.81129,,13.1,5.06,18.3,6.8,,,,,Repeated,,,Loyalsock,,,Above bridge on Little Bear Creek Rd,,,
145,SandSpring.LittleBear,201206.SandSpring.LittleBear,,,Sand.Spring.Run,Little Bear Creek,6/20/2012,,,,,41.34489,-76.79786,,12.9,5.56,13.7,8,,,,,Repeated,,,Loyalsock,,,Golden Rule Retreat above the bridge (Little Bear Rd.),,,
146,Swamp.Hoagland,201206.Swamp.Hoagland,,,Swamp.Run,Hoagland Branch,6/20/2012,,,,,41.49084,-76.71973,,17.1,6.59,42.4,10.24,,,,,Repeated,,,Loyalsock,,,Mouth to Hoagland,,,
147,Blackwater.Kings,201206.Blackwater.Kings,,,Blackwater.Run,Kings Creek,6/21/2012,,,41.510528,-76.624891,41.50922,-76.624891,,18.5,7.36,83.1,102.4,,,,,Single,Unassessed,,,,,Above route 154 bridge at Estella spur road,,,
148,Lake.Elk,201206.Lake.Elk,,,Lake.Run,Elk Creek,6/21/2012,,,,,41.55373,-76.66962,,17.6,6.65,58.7,26.48,,,,,Repeated,,,Loyalsock,,,200 yards above Mouth,,,
149,Lick.Kings,201206.Lick.Kings,,,Lick.Run,Kings Creek,6/21/2012,,,,,41.50767,-76.64373,,15.6,6.8,46.9,20.12,,,,,Single,Unassessed,,Loyalsock,,,,,,
150,LickCherryMills.LittleLoyalsock,201206.LickCherryMills.LittleLoyalsock,,,Lick.Creek..Cherry.Mills.,Little Loyalsock,6/21/2012,,,41.508037,-76.466668,41.50844,-76.466,,23.2,7.63,105.2,166,,,,,Repeated,Unassessed,,,,,,,,
151,Painter.Elk,201206.Painter.Elk,,,Painter.Hollow,Elk Creek,6/21/2012,,,41.497453,-76.687799,41.49942,-76.68935,,14.5,7.95,47.5,75.9,,,,,Single,Unassessed,,,,,Yellow House above culvert on Elk Creek Road,,,
152,Streby.Lick,201206.Streby.Lick,,,Streby.Run,Lick Creek,6/21/2012,,,,,41.548331,-76.555277,,17.7,7.34,134.6,70.08,,,,,Repeated,,,Loyalsock,,,Mouth,,,
153,Grandad.Hessler,201206.Grandad.Hessler,,,Grandad.Run,Hessler Branch,6/22/2012,,,,,41.35706,-76.7487,,14.2,6.51,12.6,2.44,,,,,Repeated,,,Loyalsock,,,At mouth,,,
154,Spruce.Laurel,201206.Spruce.Laurel,,,Spruce.Run.,Laurel Run,6/25/2012,,,40.889099,-77.19635,40.88955,-77.19573,,16.3,6.5,44.9,57.8,,,,,Single,Unassessed,,,,,Mouth,,,
155,Sheeshly.Laurel,201206.Sheeshly.Laurel,,,Sheeshly.Run,Laurel Run,6/26/2012,,,40.905834,-77.269722,40.90609,-77.26918,,11.6,6.66,19.2,8.5,,,,,Single,Unassessed,,,,,15 m above Rt 45 bridge.,,,
156,Shingle.Bear,201206.Shingle.Bear,,,Shingle.Run,Bear Creek,6/28/2012,,,,,41.38193,-76.76989,,14.1,6.59,12.8,2.24,,,,,Repeated,,,Loyalsock,,,Mouth,,,
157,Huckle.Loyalsock,201206.Huckle.Loyalsock,,,Huckle.Run,Loyalsock,6/29/2012,,,,,41.41844,-76.71111,,15.9,7.15,37.9,7.56,,,,,Repeated,,,Loyalsock,,,Mouth,,,
158,Joes.Elk,201206.Joes.Elk,,,Joe.s.Run,Elk Creek,6/29/2012,,,,,41.46562,-76.68147,,15.6,7.25,63.6,68.7,,,,,Single,Unassessed,,,,,Above little league fields  up the side of the mountain.,,,
159,Warburton.Hoagland,201206.Warburton.Hoagland,,,Warburton.Hollow,Hoagland Branch,6/29/2012,,,41.48121,-76.695471,41.4822,-76.69548,,,,,,,,,,Single,Unassessed,,,,,,,,
160,Cold.Wallis,201207.Cold.Wallis,,,Cold.Run.Hollow,Wallis Run,7/2/2012,,,41.377987,-76.922209,41.38105,-76.92781,,16.2,6.18,38.5,43.8,,,,,Single,Unassessed,,,,,Started 20 meters above where the water started to dry in the valley,,,
161,Greens.MillEastmontoursville,201207.Greens.MillEastmontoursville,,,Greens.Hollow,Mill Creek East (montoursville),7/2/2012,,,41.289481,-76.903637,41.29052,-76.90299,,22.9,7.26,186.6,327.1,,,,,Single,Unassessed,,,,,,,,
162,Martins.WestMillWarrensville,201207.Martins.WestMillWarrensville,,,Martin.s.Run,West Mill Creek (Warrensville),7/2/2012,,,41.3478,-76.98639,41.34847,-76.98618,,14.9,5.67,24.5,26.2,,,,,Single,Unassessed,,,,,Bridge Culvert about mill creek road (Mill creek hunting club),,,
163,Coral.Penns,201207.Coral.Penns,,,Coral.Run,Penns Creek,7/3/2012,,,40.856945,-77.264999,40.85188,-77.26737,,16.1,7.46,24.6,25.1,,,,,Single,Unassessed,,,,,Below bridge on Thomas Dam Road,,,
164,Lick.Penns,201207.Lick.Penns,,,Lick.Run.,Penns Creek,7/9/2012,,,40.860279,-77.279442,40.845674,-77.27916,,17.5,7.16,24.3,25.2,,,,,Single,Unassessed,,,,,Above bridge on Weikert Road,,,
165,Brian.Noon,201207.Brian.Noon,,,Brian.Branch,Noon Branch,7/10/2012,,,41.453011,-76.787758,41.45311,-76.78663,,16.1,6.65,38.3,25.6,,,,,Single,Unassessed,,,,,,,,
166,Snake.BearLoyalsock,201207.Snake.BearLoyalsock,,,Snake.Run,Bear Creek (Loyalsock),7/10/2012,,,,,41.38209,-76.781769,,15.4,7.25,27.6,9.28,,,,,Repeated,,,Loyalsock,,,Grouse Club property  above the split to the pond,,,
167,JoeGray.Wallis,201207.JoeGray.Wallis,,,Joe.Gray.Run,Wallis Run,7/11/2012,,,41.403332,-76.902779,41.40469,-76.9013,,20,6.59,69.4,62.5,,,,,Single,Unassessed,,,,,Art Kressly Property,,,
168,Level.Lick,201207.Level.Lick,,,Level.Branch,Lick Creek,7/11/2012,,,,,41.553886,-76.553158,,14.5,7.47,96,34.36,,,,,Repeated,,,Loyalsock,,,Hottenstein Property,,,
169,Slab.Loyalsock,201207.Slab.Loyalsock,,,Slab.Run,Loyalsock Creek,7/11/2012,,,41.451111,-76.694725,41.45682,-76.71023,,17.4,6.3,25.2,2.1,,,,,Single,Unassessed,,,,,Loyalsock State Park Boundary,,,
170,Brewer.Wallis,201207.Brewer.Wallis,,,Brewer.Run,Wallis Run,7/12/2012,,,41.411659,-76.884919,41.41408,-76.88472,,18,7.26,52.1,37.5,,,,,Single,Unassessed,,,,,Harriet Yaw Property,,,
171,Reibsan.Plunketts,201207.Reibsan.Plunketts,,,Reibsan.Run,Plunketts Creek,7/12/2012,,,41.439821,-76.76413,41.4397,-76.76322,,18.8,6.86,85.5,85.1,,,,,Single,Unassessed,,,,,Snell Property 2743 Hopperstown Road,,,
172,Roaring.Wallis,201207.Roaring.Wallis,,,Roaring.Run,Wallis Run,7/12/2012,,,41.40361,-76.922218,41.40502,-76.92336,,17.5,6.71,61.5,53.2,,,,,Single,Unassessed,,,,,Dale Bittenbender property  Murry Run rd. started at the woods above the pipeline,,,
173,Salt.Wallis,201207.Salt.Wallis,,,Salt.Run,Wallis Creek,7/12/2012,,,41.404999,-76.896385,41.40756,-76.89719,,18,7.16,66.4,25.6,,,,,Single,Unassessed,,,,,Jake Rittenhouse Property,,,
174,ButternutGroverun.Loyalsock,201207.ButternutGroverun.Loyalsock,,,Butternut.Grove.run,Loyalsock Creek,7/13/2012,,,,,41.36329,-76.89515,,17.1,6.68,119,159,,,,,Single,Unassessed,,,,,State forest boundary,,,
175,Dry.Loyalsock,201207.Dry.Loyalsock,,,Dry.Run,Loyalsock Creek,7/13/2012,,,41.362618,-76.878125,41.3719,-76.88385,,12.5,5.65,19.9,71,,,,,Single,Unassessed,,,,,Top 100m at crossing of butternut grove road and dry run,,,
176,EastWallis.Wallis,201207.EastWallis.Wallis,,,East.Branch.Wallis.Run,Wallis Run,7/13/2012,,,41.435732,-76.860512,41.44986,-76.85125,,18.5,7.45,31.2,34.5,,,,,Single,Unassessed,,,,,Wallis Run Hunting Club property on chapmen road  sampled below the bridge.,,,
177,Luphers.Middle,201207.Luphers.Middle,,,Luphers.Run,Middle Creek,7/16/2012,,,40.758413,-77.176652,40.74079,-77.16014,,18.2,6.58,38.2,25.8,,,,,Single,Unassessed,,,,,Below spring hill township reservoir on reservoir road,,,
178,Stony.Middle,201207.Stony.Middle,,,Stony.Run,Middle Creek,7/16/2012,,,40.767857,-77.193596,40.7711,-77.193598,,21.8,6.59,91.2,60.1,,,,,Single,Unassessed,,,,,Middle Creek Road Rt 235 where stoney crosses  sampled below the bridge.,,,
179,Wetzel.Middle,201207.Wetzel.Middle,,,Wetzel.Run,Middle Creek,7/16/2012,,,40.760358,-77.160263,40.75228,-77.15458,,17.9,8.09,201.5,287.2,,,,,Single,Unassessed,,,,,Brent Bobbs Property on Quarryville road,,,
180,Black.Spruce,201207.Black.Spruce,,,Black.Run,Spruce Run,7/17/2012,,,40.985722,-76.98437,40.98737,-76.98729,,21,8.1,150.5,192.5,,,,,Single,Unassessed,,,,,Above the bridge on Col. John Kelly Road,,,
181,Halfway.Rapid,201207.Halfway.Rapid,,,Halfway.Run,Rapid Run,7/17/2012,,,40.990445,-77.189795,40.992262,-77.18736,,18.7,6.08,19.5,14,,,,,Single,Unassessed,,,,,Lowest campsite at the R.B. Winter state park,,,
182,Muddy.Spruce,201207.Muddy.Spruce,,,Muddy.Run,Spruce Run,7/17/2012,,,40.979882,-76.983513,40.979882,-76.98783,,20.7,7.81,254.5,296.5,,,,,Single,Unassessed,,,,,2897 Johnson Mill Road Anthony Mike Property,,,
183,Slide.Panther,201207.Slide.Panther,,,Slide.Hollow,Panther Run,7/17/2012,,,40.965086,-77.175328,40.96514,-77.17562,,15.5,6.9,22.1,15.1,,,,,Single,Unassessed,,,,,Mouth to Panther Run at Middle ridge and Molasses gap trail intersection,,,
184,UnTMolassesGaptrail.Panther,201207.UnTMolassesGaptrail.Panther,,,Unnamed.Trib..Molasses.Gap.trail.,Panther Run,7/17/2012,,,,,40.96585,-77.1758,,14.3,7.87,19.3,14.5,,,,,Single,Unassessed,,,,,Upstream of Slide Hollow,,,
185,Dry.Penns,201207.Dry.Penns,,,Dry.Run,Penns Creek,7/18/2012,,,40.863326,-77.043215,40.85774,-77.05502,,21.2,7.57,212,222.3,,,,,Single,Unassessed,,,,,Behind penns creek adult resource center 100m below the bridge,,,
186,Sweitzers.Penns,201207.Sweitzers.Penns,,,Sweitzer.s.Run,Penns Creek,7/18/2012,,,40.88428,-77.03498,,,,25.3,8.16,436.3,,,,,,Single,Unassessed,,,,,Bill Roush property,,,
187,Tuscarora.Penns,201207.Tuscarora.Penns,,,Tuscarora.Creek,Penns Creek,7/18/2012,,,40.872287,-77.004,40.84359,-76.9949,,22.6,7.74,234.2,206.3,,,,,Single,Unassessed,,,,,Linda Holler Property  Globe Hill Road,,,
188,Cowbell.Deer,201207.Cowbell.Deer,,,Cowbell.Hollow,Deer Creek,7/19/2012,,,41.046391,-77.075554,41.0464,-77.07559,,17.5,6.7,17.9,7.2,,,,,Single,Unassessed,,,,,At the mouth to White Deer Creek,,,
189,DogtownCampUnt.WhiteDeer,201207.DogtownCampUnt.WhiteDeer,,,Dogtown.Camp.Run..Unnamed.trib.,White Deer Creek,7/19/2012,,,41.05,-77.07,41.05103,-77.07002,,16.8,6,22,14.1,,,,,Single,Unassessed,,,,,Above culvert on White Deer Creek Road Next to dogtown camp,,,
190,KettleHole.WhiteDeer,201207.KettleHole.WhiteDeer,,,Kettle.Hole.Run,White Deer Creek,7/19/2012,,,41.071667,-77.032776,41.07164,-77.03273,,18.3,6.89,28.7,16.1,,,,,Single,Unassessed,,,,,Mouth to white deer,,,
191,Lick.WhiteDeer,201207.Lick.WhiteDeer,,,Lick.Run,White Deer Creek,7/19/2012,,,41.064999,-77.048058,41.06501,-77.04815,,19.1,6.54,30.9,22.4,,,,,Single,Unassessed,,,,,At mouth to White Deer Creek,,,
192,Winfield.WestSusquehannaRiver,201207.Winfield.WestSusquehannaRiver,,,Winfield.Creek,West Branch Susquehanna River,7/19/2012,,,40.912082,-76.850917,40.91314,-76.85189,,22.7,7.98,608,469,,,,,Single,Unassessed,,,,,Fairgrounds on  route 15,,,
193,Cove.LowerLoyalsock,201208.Cove.LowerLoyalsock,,,Cove.Hollow,Lower Loyalsock Creek,8/2/2012,,,41.351043,-76.899027,41.35029,-76.89809,,,,,,,,,,Single,Unassessed,,,,,at mouth to Loyalsock  walked 350m or more upstream to increasing gradient,,,
194,CrookedRiffles.LowerLoyalsock,201208.CrookedRiffles.LowerLoyalsock,,,Crooked.Riffles.Hollow,Lower Loyalsock Creek,8/2/2012,,,41.389307,-76.844915,41.39182,-76.84174,,,,,,,,,,Single,Unassessed,,,,,Behind house at 7630 Rt. 87,,,
195,Dry.Plunketts,201208.Dry.Plunketts,,,Dry.Run,Plunketts Creek,8/2/2012,,,41.400287,-76.798743,41.43047,-76.77936,,17,6.6,65.1,66.8,,,,,Single,Unassessed,,,,,Bryan Road,,,
196,Limestone.WBSusquehanna,201208.Limestone.WBSusquehanna,,,Limestone.Run,W.B. Susquehanna,8/2/2012,,,40.957611,-76.877579,40.9636,-76.8898,,25.2,7.86,562,581,,,,,Single,Unassessed,,,,,Ball field near Antique mall in Lewisburg,,,
197,Mock.PlunkettsCrreek,201208.Mock.PlunkettsCrreek,,,Mock.Creek,Plunketts Crreek,8/2/2012,,,41.436943,-76.771706,41.43717,-76.77153,,18,7.43,45.2,40,,,,,Single,Unassessed,,,,,Mouth to Plunkets Creek,,,
198,WestWallis.Wallis,201208.WestWallis.Wallis,,,West.Branch.Wallis.Run,Wallis Run,8/2/2012,,,41.43573,-76.86051,41.44487,-76.87339,,21.3,6.55,30.6,24.5,,,,,Single,Unassessed,,,,,Big ass water fall off of kelly road on Larry Plants property,,,
199,Lick.MillWarrensville,201208.Lick.MillWarrensville,,,Lick.Run.,Mill Creek (Warrensville),8/15/2012,,,41.294101,-76.939827,41.29731,-76.94284,,19.4,8.26,123.1,137.7,,,,,Single,Unassessed,,,,,Above Culvert on Lick Run Road,,,
200,Pine.Rush,201208.Pine.Rush,,,Pine.Run,Rush Run,8/15/2012,,,41.317298,-76.789753,41.31,-76.78,,18,7.31,46.9,46.1,,,,,Single,Unassessed,,,,,469 Vandine Road Paul Solomon s property,,,
201,Rush.MillMontoursville,201208.Rush.MillMontoursville,,,Rush.Run,Mill Creek (Montoursville),8/15/2012,,,41.309208,-76.793162,41.309208,-76.793162,,17.5,7.13,110.4,137.1,,,,,Single,Unassessed,,,,,469 Vandine Road Paul Solomon s property,,,
202,Bear.PleasantStream,201306.Bear.PleasantStream,,,Bear.Run,Pleasant Stream,6/10/2013,,,41.50861,-76.81111,41.50864,-76.8111,,11.8,6.34,18.9,12,,,,,Single,Unassessed,,,,,Above Culvert on Pleasant Stream Road,,,
203,Painter.LittleBear,201306.Painter.LittleBear,,,Painter.Run,Little Bear Creek,6/10/2013,,,,,41.3598,-76.84715,,12.7,5.6,17,15,,,,,Repeated,,,Loyalsock,,,Mouth,,,
204,Red.LittleBear,201306.Red.LittleBear,,,Red.Run,Little Bear Creek,6/10/2013,,,,,41.34909,-76.81129,,12.2,6.13,9.7,5,,,,,Repeated,,,Loyalsock,,,Bridge,,,
205,UnT20695to.PleasantStream,201306.UnT20695to.PleasantStream,,,Unnamed.Tributary.20695.to.Pleasant.Stream,Pleasant Stream,6/10/2013,,,41.50805,-76.81554,41.5079,-76.81567,,12.2,7.28,17.7,40,,,,,Single,Unassessed,,,,,Above Culvert on Masten Road,,,
206,Hoghouse.NorthPleasantStream,201306.Hoghouse.NorthPleasantStream,,,Hoghouse.Run,North Pleasant Stream,6/11/2013,,,41.508043,-76.82076,41.50998,-76.820247,,12.6,5.17,18.2,0.4,,,,,Single,Unassessed,,,,,Above culvert on Maston Road,,,
207,SandSpring.LittleBear,201306.SandSpring.LittleBear,,,Sand.Spring.Run,Little Bear,6/11/2013,,,,,41.34489,-76.79786,,11.6,5.2,13.9,5.5,,,,,Repeated,,,Loyalsock,,,Bridge,,,
208,SixthBottom.PleasantStream,201306.SixthBottom.PleasantStream,,,Sixth.Bottom.Hollow,Pleasant Stream,6/11/2013,,,41.9778,-76.892776,41.49689,-76.89216,,13.5,6.46,25.1,8,,,,,Single,Unassessed,,,,,Below the bridge on pleasant Stream Road,,,
209,UnT20075to.Weed,201306.UnT20075to.Weed,,,Unnamed.Tributary.20075.to.Weed.Creek..Slasky.Run.,Weed Creek,6/11/2013,,,41.5302,-76.74375,41.53019,-76.74379,,13.7,6.74,50.3,16,,,,,Single,Unassessed,,,,,At mouth to Weed Creek,,,
210,UnT20673t.PleasantStream,201306.UnT20673t.PleasantStream,,,Un.named.Tributary.20673.to.Pleasant.Stream,Pleasant Stream,6/11/2013,,,41.49469,-76.90961,41.49537,-76.90919,,11.6,6.34,39.7,12,,,,,Single,Unassessed,,,,,Below culvert on Pleasant Stream Road,,,
211,UnT20676t.PleasantStream,201306.UnT20676t.PleasantStream,,,Un.named.Tributary.20676.to.Pleasant.Stream,Pleasant Stream,6/11/2013,,,41.49733,-76.89818,41.4975,-76.89567,,14,6.21,14.6,2.5,,,,,Single,Unassessed,,,,,Below culvert on Pleasant Stream Road,,,
212,UnT20692to.NorthPleasantStream,201306.UnT20692to.NorthPleasantStream,,,Unnamed.Tributary.20692.to.North.Pleasant.Stream,North Pleasant Stream,6/11/2013,,,41.51281,-76.81973,41.51284,-76.81972,,,,,,,,,,Single,Unassessed,,,,,At mouth to North Pleasant Stream,,,
213,UnT20693to.NorthPleasantStream,201306.UnT20693to.NorthPleasantStream,,,Unnamed.Tributary.20693.to.North.Pleasant.Stream,North Pleasant Stream,6/11/2013,,,41.51603,-76.82012,41.51603,-76.82012,,12.2,7.43,35.7,8.5,,,,,Single,Unassessed,,,,,At mouth to North Pleasant Stream,,,
214,X5thBottom.PleasantStream,201306.X5thBottom.PleasantStream,,,X5th.Bottom.Hollow,Pleasant Stream,6/11/2013,,,41.495277,-76.902779,41.4954,-76.9016,,14.3,6.25,34.6,12.9,,,,,Single,Unassessed,,,,,At mouth,,,
