SurveyID,SiteCode,EventCode,Date,Watername,TribTo,Time,CrewLeader,Comments,Location,Length,AveWid,Wid1,Wid2,Wid3,Wid4,Wid5,VoltStart,FreqStart,DutyStart,Volts,FreqEnd,DutyEnd,Flow,EffortMin,Seconds,Pass1TimeA,Pass2TimeA,Pass3TimeA,Pass1TimeB,Pass2TimeB,Pass3TimeB,Pass1TimeC,Pass2TimeC,Pass3TimeC,Pass1TimeD,Pass2TimeD,Pass3TimeD,PEAllTrout,PEBrook,PEBrown,PERainbow,PEYOYAll,PEYOYBrook,PEYOYBrown,PEYOYRainbow,PEAdtAll,PEAdtBrook,PEAdtBrown,PEAdtRainbow,BrookP1,BrookP2,BrookP3,BrownP1,BrownP2,BrownP3,RainP1,RainP2,RainP3,TigerP1,TigerP2,TigerP3,TotalP1,TotalP2,TotalP3,GrandTotal,NumShockers,TimeStamp,IDBy,RecordBy,Crew,RFPID,SurveyNotes,Operators,Netters
88,Stony.Loyalsock,201107.Stony.Loyalsock,12-Jul-11,Stony.Run,Loyalsock Creek,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,TP.Shingle.Bear,201107.TP.Shingle.Bear,12-Jul-11,Shingle.Run,Bear Creek,,,,At mouth to Bear Creek,300,2.1,,,,,,,,,,,,,58,3486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
90,TP.SouthForkBear.Bear,201107.TP.SouthForkBear.Bear,12-Jul-11,South.Fork.Bear.Creek,Bear Creek,,,,Dunwoody Club above bridge,304,4.42,,,,,,,,,,,,,90,5414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
91,Cove.Loyalsock,201107.Cove.Loyalsock,13-Jul-11,Cove.Hollow,Loyalsock Creek,,,,Mouth to Lower Loyalsock,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,TP.LickKings.Kings,201107.TP.LickKings.Kings,13-Jul-11,Lick.Run..Kings.Creek.,Kings Creek,,,,North Bear Mtn Rd on Missingman property,300,1.18,,,,,,,,,,,,,24,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
93,Warburton.Hoagland,201107.Warburton.Hoagland,13-Jul-11,Warburton.Hollow,Hoagland Branch,,,,Camps at the end of Thomson Lane (200 meters from mouth),,,,,,,,,,,,,,Dry,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Lick.Kings,201107.Lick.Kings,14-Jul-11,Lick.Run,Kings Creek,,,,North Bear Mtn Rd on Missingman property,100,1.18,,,,,,450,,,450,,,,12,726,511,215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
95,Noon.Pigeon,201107.Noon.Pigeon,18-Jul-11,Noon.Run,Pigeon Creek,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,TP.FallHoagland.Hoagland,201107.TP.FallHoagland.Hoagland,18-Jul-11,Fall.Run..Hoagland.Branch.,Hoagland Branch,,,,20 m upstream from mouth,301,1.9,,,,,,,,,,,,,33,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
97,BearSwamp.Wolf,201107.BearSwamp.Wolf,19-Jul-11,Bear.Swamp.Run,Wolf Run,,,,Approx. 40 meters upstream of mouth,100,1.34,,,,,,,,,,,,,7,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
98,Fall.Hoagland,201107.Fall.Hoagland,19-Jul-11,Fall.Run,Hoagland Branch,,,,20 m upstream from mouth,101,1.9,,,,,,400,,,400,,,,21,1274,807,467,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
99,TP.Weed.Hoagland,201107.TP.Weed.Hoagland,19-Jul-11,Weed.Creek,Hoagland Branch,,,,Mouth to Hoagland Branch,302,1.98,,,,,,,,,,,,,44,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
100,Weed.Hoagland,201107.Weed.Hoagland,19-Jul-11,Weed.Creek,Hoagland Branch,,,,Mouth to Hoagland Branch,102,1.98,,,,,,450,,,450,,,,34,2042,993,634,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
101,Lake.Elk,201107.Lake.Elk,20-Jul-11,Lake.Run,Elk Creek,,,,Mouth to Elk Creek,101,1.18,,,,,,390,,,390,,,,7,397,397,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
102,Painter.Elk,201107.Painter.Elk,20-Jul-11,Painter.Hollow,Elk Creek,,,,Mouth to Elk Creek,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Mosey.BigSonestown,201107.Mosey.BigSonestown,26-Jul-11,Mosey.Run,Big Run (Sonestown),,,,,102,1.64,,,,,,,,,,,,,9,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
104,TP.Mackeys.TheOutlet,201107.TP.Mackeys.TheOutlet,26-Jul-11,Mackey.s.Run,The Outlet,,,,End of Mackey s Run Road,300,1.48,,,,,,,,,,,,,14,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
105,Floodwood.Loyalsock,201107.Floodwood.Loyalsock,27-Jul-11,Floodwood.Creek,Loyalsock Creek,,,,Approximately 100m below falls. Started at bridge on Thorndale Road.,102,2.02,,,,,,,,,,,,,13,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
106,Mill.Loyalsock,201107.Mill.Loyalsock,27-Jul-11,Mill.Run,Loyalsock Creek,,,,below bridge on Mary Cosgrove brother s property. Off Karge Road.,103,2.36,,,,,,,,,,,,,39,2331,1353,586,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
107,TP.Mill.Loyalsock,201107.TP.Mill.Loyalsock,27-Jul-11,Mill.Run.,Loyalsock Creek,,,,below bridge on Mary Cosgrove brother s property. Off Karge Road.,300,2.36,,,,,,,,,,,,,57,3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
108,BearRun.Loyalsock,201206.BearRun.Loyalsock,06-Jun-12,Bear.Run,Loyalsock Creek,,,,Cosgrove property,101,2.62,,,,,,675,,,675,,,,68,4076,1871,1351,854,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
109,Dry.Susquehecka,201206.Dry.Susquehecka,06-Jun-12,Dry.Run,Susquehecka Creek,,,,At the mouth to Susquehecka Creek,101,1.72,1.6,1.9,1.6,2.4,1.1,,,,,,,,20,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
110,FlintVally.Middle,201206.FlintVally.Middle,06-Jun-12,Flint.Vally.Run,Middle Creek,,,,At farm before shaffer hill Road,101,2.16,1.7,2.7,1.9,2.1,2.4,,,,,,,,11,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
111,NeitzValley.Middle,201206.NeitzValley.Middle,06-Jun-12,Neitz.Valley.Run,Middle Creek,,,,Off Produce Road,101,2.9,2.3,2.7,1.8,4.2,3.5,,,,,,,,11,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
112,Susquehecka.Middle,201206.Susquehecka.Middle,06-Jun-12,Susquehecka.Creek,Middle Creek,,,,Freeburg Fairgrounds,108,7.18,6.6,7.9,5.8,8.2,7.4,,,,,,,,38,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
113,Bull.Swift,201206.Bull.Swift,08-Jun-12,Bull.Run,Swift Run,,,,Loyalsock State Forrest off Rock Run Rd,,2.6,,,,,,,,,,,,,100,6027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
114,Big.Muncy,201206.Big.Muncy,11-Jun-12,Big.Run,Muncy,,,,Whiskey Run Road,102,1.94,1.4,1.8,2.2,3.2,1.1,,,,,,,,19,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
115,Fox.Bigtivoli,201206.Fox.Bigtivoli,11-Jun-12,Fox.Run,Big Run (tivoli),,,,Dinchers Roadside fruit stand,100,1.44,1.9,2.2,0.8,1,1.3,,,,,,,,4,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
116,Hunters.ElkLickMuncy,201206.Hunters.ElkLickMuncy,11-Jun-12,Hunters.Run,ElkLick Run (Muncy),,,,George Windoph Property on Tilley Road  Nordmont,100,2.7,,,,,,,,,,,,,37,2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
117,Lick.Muncy,201206.Lick.Muncy,11-Jun-12,Lick.Run,Muncy,,,,Below Rt 220 bridge at Muncy Dincher Farm,121,4,2.8,6.7,3.4,4.1,3,,,,,,,,14,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
118,PineName.Muncy,201206.PineName.Muncy,11-Jun-12,Pine.Name,Muncy,,,,,100,1.22,1.1,1.3,1.2,1.4,1.1,,,,,,,,6,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
119,Spring.Muncy,201206.Spring.Muncy,11-Jun-12,Spring.Run,Muncy Creek,,,,Below Road Crossing,101,1.6,1.2,1.7,1.3,1.8,2,,,,,,,,9,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
120,Rock.LittleLoyalsock,201206.Rock.LittleLoyalsock,12-Jun-12,Rock.Run,Little Loyalsock Creek,,,,Loyalsock State Forest Border,100,3.8,,,,,,700,,,700,,,,72,4304,2454,1073,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
121,Yellow.LittleLoyalsock,201206.Yellow.LittleLoyalsock,12-Jun-12,Yellow.Run,Little Loyalsock Creek,,,,At Rt 87,100,2.2,,,,,,400,,,400,,,,94,5629,3271,1547,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
122,Coal.UpperLoyalsock,201206.Coal.UpperLoyalsock,13-Jun-12,Coal.Run,Upper Loyalsock Creek,,,,At mouth,106,1.54,,,,,,650,,,650,,,,38,2257,1187,695,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
123,Dutchman.UpperLoyalsock,201206.Dutchman.UpperLoyalsock,13-Jun-12,Dutchman.Run,Upper Loyalsock Creek,,,,Above Dutchman Falls railroad tunnels,100,2.12,2.3,1.7,1.8,1.9,2.9,,,,,,,,32,1923,1329,594,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
124,Mill.Loyalsock,201206.Mill.Loyalsock,13-Jun-12,Mill.Run,Loyalsock Creek,,,,Mill Run Ct. Off Karge Road,102,4.76,,,,,,550,,,550,,,,73,4363,2018,1584,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
125,Brunnerdale.Ogdonia,201206.Brunnerdale.Ogdonia,14-Jun-12,Brunnerdale.Run,Ogdonia Creek,,,,At mouth,104,3.66,,,,,,685,,,685,,,,61,3639,1892,1007,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
126,DrySock.LowerLoyalsock,201206.DrySock.LowerLoyalsock,14-Jun-12,Dry.Run.Sock,Lower Loyalsock Creek,,,,At DCNR office,101,3.8,,,,,,600,,,600,,,,42,2537,1811,726,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
127,Scar.LowerLoyalsock,201206.Scar.LowerLoyalsock,14-Jun-12,Scar.Run,Lower Loyalsock,,,,At Rt 87,101,2.86,,,,,,525,,,525,,,,83,4957,2521,1541,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
128,Stony.Loyalsock,201206.Stony.Loyalsock,14-Jun-12,Stony.Run,Loyalsock Creek,,,,Lewis Lumber land  300m upstream of Rt 87 bridge,100,1.7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Conklin.LakeMokoma,201206.Conklin.LakeMokoma,15-Jun-12,Conklin.Run,Lake Mokoma,,,,Above bridge on Lake Road,101,3.02,,,,,,775,,,775,,,,60,3580,2245,1080,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
130,LongBrook.Muncy,201206.LongBrook.Muncy,15-Jun-12,Long.Brook,Muncy Creek,,,,Long Brook Road,102,4.16,,,,,,,,,,,,,44,2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
131,Sand.MillMokoma,201206.Sand.MillMokoma,15-Jun-12,Sand.Run,Mill Creek (Mokoma),,,,Off Sand Run Ct,100,1.36,,,,,,,,,,,,,8,482,482,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
132,Ellis.UpperLoyalsock,201206.Ellis.UpperLoyalsock,18-Jun-12,Ellis.Creek,Upper Loyalsock Creek,,,,State Gamelands 13,102,2.08,1.7,1.9,2.2,2.9,1.7,,,,,,,,22,1322,1322,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
133,FlagMarsh.Pigeon,201206.FlagMarsh.Pigeon,18-Jun-12,Flag.Marsh.Run,Pigeon Creek,,,,At mouth to Pigeon,103,2.42,,,,,,525,,,525,,,,42,2492,1350,750,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
134,Noon.Pigeon,201206.Noon.Pigeon,18-Jun-12,Noon.Run,Pigeon Creek,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Rock.Muncy,201206.Rock.Muncy,18-Jun-12,Rock.Run,Muncy Creek,,,,40 meters from the mouth,100,0.98,1.7,1.1,0.7,0.5,0.9,,,,,,,,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
136,Sherman.UpperLoyalsock,201206.Sherman.UpperLoyalsock,18-Jun-12,Sherman.Run,Upper Loyalsock,,,,Above Bridge on Lopez Road,100,1.92,2.8,2.1,1.7,3,1.8,,,,,,,,28,1701,1251,450,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
137,DryHB.Hoagland,201206.DryHB.Hoagland,19-Jun-12,Dry.Run.HB,Hoagland Branch,,,,Pulloff @ bend in road  started @ giant boulder,100,1.64,,,,,,430,,,430,,,,45,2707,1886,821,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
138,Fall.Hoagland,201206.Fall.Hoagland,19-Jun-12,Fall.Run,Hoagland Branch,,,,At mouth to Hoagland,100,3,,,,,,410,,,410,,,,78,4683,3001,1080,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
139,Porter.Hoagland,201206.Porter.Hoagland,19-Jun-12,Porter.Creek,Hoagland Branch,,,,At mouth to Hoagland,101,3.1,,,,,,330,,,330,,,,27,1647,1058,589,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
140,Weed.Hoagland,201206.Weed.Hoagland,19-Jun-12,Weed.Creek,Hoagland Branch,,,,At mouth,100,2.36,,,,,,430,,,430,,,,45,2713,1650,1063,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
141,Cold.Penns,201206.Cold.Penns,20-Jun-12,Cold.Run,Penns Creek,,,,Bilger farm on Millmont Road,101,1.68,1.8,1.9,2,1.1,1.6,,,,,,,,8,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
142,Painter.LittleBear,201206.Painter.LittleBear,20-Jun-12,Painter.Run,Little Bear Creek,,,,At mouth,100,1.7,,,,,,620,,,620,,,,46,2769,1577,999,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
143,Red.LittleBear,201206.Red.LittleBear,20-Jun-12,Red.Run,Little Bear Creek,,,,Above bridge on Little Bear Creek Rd,100,2.02,,,,,,750,,,750,,,,65,3890,1877,1227,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
144,SandSpring.LittleBear,201206.SandSpring.LittleBear,20-Jun-12,Sand.Spring.Run,Little Bear Creek,,,,Golden Rule Retreat above the bridge (Little Bear Rd.),100,3.56,,,,,,850,,,850,,,,49,2943,1397,971,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
145,Swamp.Hoagland,201206.Swamp.Hoagland,20-Jun-12,Swamp.Run,Hoagland Branch,,,,Mouth to Hoagland,100,4.24,,,,,,550,,,550,,,,55,3277,1744,1085,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
146,Blackwater.Kings,201206.Blackwater.Kings,21-Jun-12,Blackwater.Run,Kings Creek,,,,Above route 154 bridge at Estella spur road,102,1.82,1.1,2,1.9,2.3,1.8,,,,,,,,19,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
147,Lake.Elk,201206.Lake.Elk,21-Jun-12,Lake.Run,Elk Creek,,,,200 yards above Mouth,100,2.04,,,,,,430,,,430,,,,26,1532,1014,518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
148,Lick.Kings,201206.Lick.Kings,21-Jun-12,Lick.Run,Kings Creek,,,,,100,2.24,,,,,,505,,,505,,,,27,1622,1144,478,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
149,LickCherryMills.LittleLoyalsock,201206.LickCherryMills.LittleLoyalsock,21-Jun-12,Lick.Creek..Cherry.Mills.,Little Loyalsock,,,,,113.5,5.68,6.2,5.4,7.3,5,4.5,,,,,,,,26,1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
150,Painter.Elk,201206.Painter.Elk,21-Jun-12,Painter.Hollow,Elk Creek,,,,Yellow House above culvert on Elk Creek Road,40,1.22,0.6,2.8,0.5,1.4,0.8,,,,,,,,3,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
151,Streby.Lick,201206.Streby.Lick,21-Jun-12,Streby.Run,Lick Creek,,,,Mouth,101,2.86,,,,,,350,,,350,,,,45,2676,1488,760,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
152,Grandad.Hessler,201206.Grandad.Hessler,22-Jun-12,Grandad.Run,Hessler Branch,,,,At mouth,102,2.26,,,,,,900,,,900,,,,42,2534,1398,752,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
153,Spruce.Laurel,201206.Spruce.Laurel,25-Jun-12,Spruce.Run.,Laurel Run,,,,Mouth,102,4,3.3,4.1,4.6,3.8,4.2,,,,,,,,31,1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
154,Sheeshly.Laurel,201206.Sheeshly.Laurel,26-Jun-12,Sheeshly.Run,Laurel Run,,,,15 m above Rt 45 bridge.,300,2.96,,,,,,,,,,,,,108,6476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
155,Shingle.Bear,201206.Shingle.Bear,28-Jun-12,Shingle.Run,Bear Creek,,,,Mouth,100,2.86,,,,,,950,,,950,,,,22,1318,1318,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
156,Huckle.Loyalsock,201206.Huckle.Loyalsock,29-Jun-12,Huckle.Run,Loyalsock,,,,Mouth,102,2.46,,,,,,625,,,625,,,,35,2074,1350,501,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
157,Joes.Elk,201206.Joes.Elk,29-Jun-12,Joe.s.Run,Elk Creek,,,,Above little league fields  up the side of the mountain.,100,1.26,0.7,2.5,1.4,0.9,0.8,,,,,,,,15,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
158,Warburton.Hoagland,201206.Warburton.Hoagland,29-Jun-12,Warburton.Hollow,Hoagland Branch,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Cold.Wallis,201207.Cold.Wallis,02-Jul-12,Cold.Run.Hollow,Wallis Run,,,,Started 20 meters above where the water started to dry in the valley,112.7,1.34,0.5,2.6,1.2,1.1,1.3,,,,,,,,9,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
160,Greens.MillEastmontoursville,201207.Greens.MillEastmontoursville,02-Jul-12,Greens.Hollow,Mill Creek East (montoursville),,,,,101,1.24,2.5,1.3,1.7,1.1,2.1,,,,,,,,9,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
161,Martins.WestMillWarrensville,201207.Martins.WestMillWarrensville,02-Jul-12,Martin.s.Run,West Mill Creek (Warrensville),,,,Bridge Culvert about mill creek road (Mill creek hunting club),100,1.32,2,0.7,0.9,1.3,1.7,,,,,,,,8,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
162,Coral.Penns,201207.Coral.Penns,03-Jul-12,Coral.Run,Penns Creek,,,,Below bridge on Thomas Dam Road,301,2.18,,,,,,,,,,,,,67,4048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
163,Lick.Penns,201207.Lick.Penns,09-Jul-12,Lick.Run.,Penns Creek,,,,Above bridge on Weikert Road,304,2.3,,,,,,,,,,,,,88,5270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
164,Brian.Noon,201207.Brian.Noon,10-Jul-12,Brian.Branch,Noon Branch,,,,,103,2.68,2.4,4.3,1.2,2.1,3.4,,,,,,,,37,2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
165,Snake.BearLoyalsock,201207.Snake.BearLoyalsock,10-Jul-12,Snake.Run,Bear Creek (Loyalsock),,,,Grouse Club property  above the split to the pond,100,1.95,,,,,,800,,,800,,,,48,2885,1875,1010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
166,JoeGray.Wallis,201207.JoeGray.Wallis,11-Jul-12,Joe.Gray.Run,Wallis Run,,,,Art Kressly Property,100,1.94,1.7,1.5,1.9,2.5,2.1,,,,,,,,23,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
167,Level.Lick,201207.Level.Lick,11-Jul-12,Level.Branch,Lick Creek,,,,Hottenstein Property,100,3.42,,,,,,425,,,425,,,,65,3901,2178,1322,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
168,Slab.Loyalsock,201207.Slab.Loyalsock,11-Jul-12,Slab.Run,Loyalsock Creek,,,,Loyalsock State Park Boundary,103.6,2.98,3.8,4.9,2.4,3.2,0.6,,,,,,,,10,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
169,Brewer.Wallis,201207.Brewer.Wallis,12-Jul-12,Brewer.Run,Wallis Run,,,,Harriet Yaw Property,103,0.76,1,0.7,0.5,0.4,1.2,,,,,,,,10,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
170,Reibsan.Plunketts,201207.Reibsan.Plunketts,12-Jul-12,Reibsan.Run,Plunketts Creek,,,,Snell Property 2743 Hopperstown Road,102,2.6,3.6,2.8,1.9,2.6,2.1,,,,,,,,21,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
171,Roaring.Wallis,201207.Roaring.Wallis,12-Jul-12,Roaring.Run,Wallis Run,,,,Dale Bittenbender property  Murry Run rd. started at the woods above the pipeline,103,2.32,1.2,2.3,3.3,3.5,1.3,,,,,,,,37,2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
172,Salt.Wallis,201207.Salt.Wallis,12-Jul-12,Salt.Run,Wallis Creek,,,,Jake Rittenhouse Property,100,3.42,2.6,3.9,2,4,4.6,,,,,,,,47,2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
173,ButternutGroverun.Loyalsock,201207.ButternutGroverun.Loyalsock,13-Jul-12,Butternut.Grove.run,Loyalsock Creek,,,,State forest boundary,101,0.86,0.7,1.2,0.8,1.1,0.5,,,,,,,,5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
174,Dry.Loyalsock,201207.Dry.Loyalsock,13-Jul-12,Dry.Run,Loyalsock Creek,,,,Top 100m at crossing of butternut grove road and dry run,100,0,,,,,,,,,,,,,7,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
175,EastWallis.Wallis,201207.EastWallis.Wallis,13-Jul-12,East.Branch.Wallis.Run,Wallis Run,,,,Wallis Run Hunting Club property on chapmen road  sampled below the bridge.,110.9,2.58,2.8,2.7,2.6,2.1,2.7,,,,,,,,31,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
176,Luphers.Middle,201207.Luphers.Middle,16-Jul-12,Luphers.Run,Middle Creek,,,,Below spring hill township reservoir on reservoir road,102,1.12,0.6,0.4,2.5,1,1.1,,,,,,,,18,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
177,Stony.Middle,201207.Stony.Middle,16-Jul-12,Stony.Run,Middle Creek,,,,Middle Creek Road Rt 235 where stoney crosses  sampled below the bridge.,101,0.86,0.8,0.4,1.2,1,0.9,,,,,,,,8,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
178,Wetzel.Middle,201207.Wetzel.Middle,16-Jul-12,Wetzel.Run,Middle Creek,,,,Brent Bobbs Property on Quarryville road,101,1.92,2,1.1,3.2,1.8,1.5,,,,,,,,7,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
